Book Page,Road Num,Customer,Make,Model ,Fleet,Date ,Position,Reason ,B4,After ,Rim Loss ,OSR,Cuts,Name 
175,8572,CP,GE,AC4400CW,CP3,9/22/17,1,HF,24,23,1,14,4,BP
175,8954,CP,GE,ES44ACTA,CP11,9/25/17,6,HF/NF,39,37,2,29,2,RR
175,8954,CP,GE,ES44ACTA,CP11,9/25/17,5,HF,37,33,4,25,2,RR
175,8954,CP,GE,ES44ACTA,CP11,9/25/17,4,NF,39,38,1,29,3,BP
175,8954,CP,GE,ES44ACTA,CP11,9/25/17,3,HF,38,37,1,28,4,BP
175,8954,CP,GE,ES44ACTA,CP11,9/25/17,2,HF,38,37,1,28,3,BP
175,8954,CP,GE,ES44ACTA,CP11,9/25/17,1,NF,39,37,2,28,3,BP
175,1033,CEFX,GE,AC4400CW,CPL-CIT2,9/27/17,1,HF,32,31,1,23,2,RH 
175,1033,CEFX,GE,AC4400CW,CPL-CIT2,9/27/17,2,HF,33,32,1,24,2,RH 
175,1033,CEFX,GE,AC4400CW,CPL-CIT2,9/27/17,3,HF,36,35,1,27,3,RH 
175,1033,CEFX,GE,AC4400CW,CPL-CIT2,9/27/17,4,HF,39,36,3,28,3,RR
175,1033,CEFX,GE,AC4400CW,CPL-CIT2,9/27/17,5,HF,34,32,2,24,2,RR
175,1033,CEFX,GE,AC4400CW,CPL-CIT2,9/27/17,6,HF,32,29,3,21,3,RR
175,3018,CP,EMD,GP38,CPFF,9/30/17,3,SHELLS,23,20,3,10,3,TA/HP
175,NA,,NA,NA,NA,10/1/17,NA,COMBO MM ,50,43,7,33,6,TA/HP
175,8729,CP,GE,ES44AC,CP8,10/3/17,1,HF,38,36,2,27,3,TA/HP
175,8729,CP,GE,ES44AC,CP8,10/3/17,2,HF,41,36,5,27,3,TA/HP
175,8729,CP,GE,ES44AC,CP8,10/3/17,3,HF,35,35,0,26,2,TA/HP
175,8729,CP,GE,ES44AC,CP8,10/3/17,4,HF,41,36,5,27,3,TA/HP
175,8729,CP,GE,ES44AC,CP8,10/3/17,5,HF,34,34,0,25,2,TA/HP
175,8729,CP,GE,ES44AC,CP8,10/3/17,6,HF,41,36,5,27,3,TA/HP
177,9800,CP,GE,AC4400CW,CP7,10/4/17,1,NF,25,21,4,12,3,TA/HP
177,9800,CP,GE,AC4400CW,CP7,10/4/17,2,MM,30,23,7,14,5,TA/HP
177,9800,CP,GE,AC4400CW,CP7,10/4/17,3,NF,26,21,5,12,4,TA/HP
177,9800,CP,GE,AC4400CW,CP7,10/4/17,6,NF,28,25,3,16,3,TA/HP
177,6262,CP,OTHER,NA,NA,10/4/17,1,MM,43,37,6,27,6,TA/HP
177,8628,CP,GE,AC4400CW,CP4,10/5/17,2,SHELLS,41,38,3,30,3,DC
177,8628,CP,GE,AC4400CW,CP4,10/5/17,4,SHELLS,39,37,2,29,2,DC
177,9833,CP,GE,AC4400CW,CP7,10/8/17,1,NF,38,31,7,22,6,TA/HP
177,9833,CP,GE,AC4400CW,CP7,10/8/17,2,MM/NF,38,33,5,24,4,HP
177,9833,CP,GE,AC4400CW,CP7,10/8/17,3,MM,38,34,4,25,4,HP
177,9833,CP,GE,AC4400CW,CP7,10/8/17,4,HF,39,36,3,27,3,HP
177,9833,CP,GE,AC4400CW,CP7,10/8/17,5,HF,39,36,3,27,3,HP
177,9833,CP,GE,AC4400CW,CP7,10/8/17,6,HF,40,36,4,27,3,HP
177,8758,CP,GE,ES44AC,CP8,10/9/17,1,NF,28,23,5,14,5,TA
177,8758,CP,GE,ES44AC,CP8,10/9/17,2,SHELLS,30,27,3,18,3,TA
177,8758,CP,GE,ES44AC,CP8,10/9/17,3,SHELLS,30,27,3,18,3,TA
177,8758,CP,GE,ES44AC,CP8,10/9/17,4,SHELLS,30,28,2,19,2,TA
177,8758,CP,GE,ES44AC,CP8,10/9/17,5,SHELLS,30,28,2,19,2,TA
177,8758,CP,GE,ES44AC,CP8,10/9/17,6,SHELLS,31,29,2,20,2,TA
177,8796,CP,GE,ES44ACTA,CP9,10/10/17,6,HF,39,38,1,29,2,HP
177,8796,CP,GE,ES44ACTA,CP9,10/10/17,5,HF,39,37,2,28,3,HP
177,8796,CP,GE,ES44ACTA,CP9,10/10/17,4,HF,39,37,2,28,2,HP
177,NA,NA,NA,NA,NA,10/10/17,NA,FLATS,40,38,2,29,2,HP
177,NA,,NA,NA,NA,10/10/17,NA,CLEAN UP ,30,25,5,16,3,HP
177,8923,CP,GE,ES44AC,CP11,10/10/17,1,NF,24,20,4,11,3,AC
179,9640,CP,GE,AC4400CW,CP2,10/12/17,1,HF,21,20,1,10,3,DC
179,9640,CP,GE,AC4400CW,CP2,10/12/17,2,HF,23,21,2,11,3,DC
179,9640,CP,GE,AC4400CW,CP2,10/12/17,3,HF,26,23,3,14,4,DC
179,9640,CP,GE,AC4400CW,CP2,10/12/17,4,HF,23,22,1,14,3,DC
179,9640,CP,GE,AC4400CW,CP2,10/12/17,5,HF/NF,25,21,4,12,5,DC
179,9640,CP,GE,AC4400CW,CP2,10/12/17,6,HF,25,24,1,14,3,DC
179,1054,CP,GE,AC4400CW,CPL-CIT2,10/14/17,1,NF,39,34,5,25,4,TA
179,1054,CP,GE,AC4400CW,CPL-CIT2,10/14/17,2,MM,40,37,3,28,2,TA
179,1054,CP,GE,AC4400CW,CPL-CIT2,10/14/17,3,MM,39,37,2,28,2,TA
