uID,RN,Amount Removed (1/16),Reason,Axle Position,Side,WT Start Rim,ES Start Rim,Start Difference,WT Removed,Flange Condition Bool,CDSS,CDFIM,CDSWC
GoldenBC 2016-06-12 08:06:00 L,8735,0.03422992125983981,High Flange,5,L,2.0625000000000004,1.813,0.2495000000000005,6.39164,TRUE,1182.24756,1074.20361,1057.19165
GoldenBC 2016-06-12 08:06:00 R,8735,0.03422992125983981,High Flange,5,R,2.0625000000000004,1.813,0.2495000000000005,6.39164,TRUE,1182.24756,1074.20361,1057.19165
GoldenBC 2016-06-14 08:28:00 L,8844,0.03422992125983981,High Flange,1,L,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-06-14 08:28:00 L,8844,0.03422992125983981,High Flange,1,L,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-06-14 08:28:00 L,8844,0.03422992125983981,High Flange,1,L,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-06-14 08:28:00 L,8844,0.03422992125983981,High Flange,1,L,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-06-14 08:28:00 R,8844,0.03422992125983981,High Flange,1,R,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-06-14 08:28:00 R,8844,0.03422992125983981,High Flange,1,R,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-06-14 08:28:00 R,8844,0.03422992125983981,High Flange,1,R,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-06-14 08:28:00 R,8844,0.03422992125983981,High Flange,1,R,1.1875000000000002,1.063,0.12450000000000028,3.21664,TRUE,1163.29565,1046.98767,1019.09167
GoldenBC 2016-07-17 17:57:00 L,9828,-2.978696062992128,High Flange,2,L,2.0625000000000004,1.688,0.3745000000000005,4.78362,TRUE,1197.17163,1074.47168,1060.40771
GoldenBC 2016-07-17 17:57:00 R,9828,-0.9786960629921282,High Flange,2,R,2.0625000000000004,1.813,0.2495000000000005,4.78362,TRUE,1197.17163,1074.47168,1060.40771
GoldenBC 2016-08-05 06:52:00 L,8818,0.00777952755905531,High Flange,2,L,1.6875,1.563,0.12450000000000006,3.17465,TRUE,1168.97559,1053.45166,1044.57568
GoldenBC 2016-08-05 06:52:00 R,8818,0.00777952755905531,High Flange,2,R,1.6875,1.563,0.12450000000000006,3.17465,TRUE,1168.97559,1053.45166,1044.57568
GoldenBC 2016-08-05 09:00:00 L,8818,0.017228346456690247,High Flange,1,L,1.875,1.688,0.18700000000000006,4.77715,TRUE,1195.29163,1074.14368,1050.89563
GoldenBC 2016-08-05 09:00:00 R,8818,0.017228346456690247,High Flange,1,R,1.875,1.688,0.18700000000000006,4.77715,TRUE,1195.29163,1074.14368,1050.89563
GoldenBC 2016-08-09 16:10:00 L,1035,-4.984352755905515,High Flange,4,L,2.0625000000000004,1.438,0.6245000000000005,7.94964,TRUE,1211.93164,1075.52368,1054.07568
GoldenBC 2016-08-09 16:10:00 R,1035,-2.9843527559055154,High Flange,4,R,2.0625000000000004,1.563,0.4995000000000005,7.94964,TRUE,1211.93164,1075.52368,1054.07568
GoldenBC 2016-09-13 10:49:00 L,8921,-0.992018897637795,High Flange,1,L,0.7500000000000001,0.625,0.1250000000000001,1.60017,TRUE,1133.0957,1010.72772,1000.09961
GoldenBC 2016-09-13 10:49:00 R,8921,0.01598110236220407,High Flange,1,R,0.7500000000000001,0.688,0.062000000000000166,1.60017,TRUE,1133.0957,1010.72772,1000.09961
GoldenBC 2016-09-13 12:57:00 L,8921,0.0222614173228326,High Flange,3,L,1.0625,0.938,0.12450000000000006,3.19764,TRUE,1148.25171,1028.86365,1012.77966
GoldenBC 2016-09-13 12:57:00 R,8921,1.0142614173228335,High Flange,3,R,1.0625,1.0,0.0625,3.19764,TRUE,1148.25171,1028.86365,1012.77966
GoldenBC 2016-09-13 14:30:00 L,8921,0.023540157480313795,High Flange,4,L,1.0625,0.938,0.12450000000000006,3.19967,TRUE,1144.83569,1026.51965,1012.77563
GoldenBC 2016-09-13 14:30:00 R,8921,2.023540157480314,High Flange,4,R,1.0625,1.063,-0.0004999999999999449,3.19967,TRUE,1144.83569,1026.51965,1012.77563
GoldenBC 2016-09-13 16:54:00 L,8921,-0.12889448818897797,High Flange,6,L,1.0625,0.938,0.12450000000000006,2.95768,TRUE,1150.81567,1043.00757,1013.25958
GoldenBC 2016-09-13 16:54:00 R,8921,1.871105511811022,High Flange,6,R,1.0625,1.063,-0.0004999999999999449,2.95768,TRUE,1150.81567,1043.00757,1013.25958
GoldenBC 2016-09-13 19:09:00 L,8921,0.018998425196848245,High Flange,5,L,1.875,1.25,0.625,15.90516,TRUE,1188.57166,1074.51965,1028.63965
GoldenBC 2016-09-13 19:09:00 R,8921,-1.9810015748031518,High Flange,5,R,1.9375,1.125,0.8125,17.49266,TRUE,1188.57166,1074.51965,1028.63965
GoldenBC 2016-09-20 17:45:00 L,8948,-4.9831937007874,High Flange,1,L,2.0625000000000004,1.125,0.9375000000000004,15.90168,TRUE,1186.55566,1074.4436,1038.17163
GoldenBC 2016-09-20 17:45:00 R,8948,-3.9751937007874005,High Flange,1,R,2.0625000000000004,1.188,0.8745000000000005,15.90168,TRUE,1186.55566,1074.4436,1038.17163
GoldenBC 2016-09-30 08:41:00 L,8948,-2.9987275590551157,None,1,L,2.125,1.125,1.0,20.63952,FALSE,1187.95898,1069.22302,1031.87097
GoldenBC 2016-09-30 08:41:00 R,8948,-1.9907275590551166,None,1,R,2.125,1.188,0.937,20.63952,FALSE,1187.95898,1069.22302,1031.87097
GoldenBC 2016-10-03 10:50:00 L,9377,1.4265574803149583,High Flange,4,L,1.0625,1.063,-0.0004999999999999449,2.25196,TRUE,1142.099,1028.60291,1014.67102
GoldenBC 2016-10-03 10:50:00 R,9377,1.4265574803149583,High Flange,4,R,1.0625,1.063,-0.0004999999999999449,2.25196,TRUE,1142.099,1028.60291,1014.67102
GoldenBC 2016-10-03 15:56:00 L,9377,0.01741732283464259,High Flange,2,L,1.125,0.938,0.18700000000000006,4.77745,TRUE,1121.02307,1027.84705,1012.79504
GoldenBC 2016-10-03 15:56:00 R,9377,0.01741732283464259,High Flange,2,R,1.125,0.938,0.18700000000000006,4.77745,TRUE,1121.02307,1027.84705,1012.79504
GoldenBC 2016-10-03 17:46:00 L,9377,0.012881889763779242,High Flange,1,L,1.4375000000000002,1.25,0.18750000000000022,4.78295,TRUE,1154.98303,1050.03503,1028.65906
GoldenBC 2016-10-03 17:46:00 R,9377,0.012881889763779242,High Flange,1,R,1.4375000000000002,1.25,0.18750000000000022,4.78295,TRUE,1154.98303,1050.03503,1028.65906
GoldenBC 2016-10-05 07:28:00 L,9377,3.2332031496062967,None,4,L,1.0,1.063,-0.06299999999999994,3.53251,FALSE,1131.72302,1019.83087,1008.93494
GoldenBC 2016-10-05 07:28:00 R,9377,3.2332031496062967,None,4,R,1.0,1.063,-0.06299999999999994,3.53251,FALSE,1131.72302,1019.83087,1008.93494
GoldenBC 2016-10-05 08:47:00 L,9377,2.244812598425195,None,2,L,1.0,0.938,0.062000000000000055,5.13844,FALSE,1128.07092,1017.67908,1005.72308
GoldenBC 2016-10-05 08:47:00 R,9377,2.244812598425195,None,2,R,1.0,0.938,0.062000000000000055,5.13844,FALSE,1128.07092,1017.67908,1005.72308
GoldenBC 2016-10-05 10:27:00 L,9377,2.1873700787401553,None,1,L,1.3125,1.25,0.0625,5.05995,FALSE,1134.27893,1033.50305,1021.75507
GoldenBC 2016-10-05 10:27:00 R,9377,2.1873700787401553,None,1,R,1.3125,1.25,0.0625,5.05995,FALSE,1134.27893,1033.50305,1021.75507
GoldenBC 2016-10-31 07:51:00 L,9622,7.415256692913385,High Flange,3,L,1.5625,1.438,0.12450000000000006,14.93402,TRUE,1147.97107,1048.27893,1014.70691
GoldenBC 2016-10-31 07:51:00 R,9622,1.4152566929133847,High Flange,3,R,1.5625,1.063,0.49950000000000006,14.93402,TRUE,1147.97107,1048.27893,1014.70691
GoldenBC 2016-10-31 09:00:00 L,9622,5.017776377952753,High Flange,2,L,1.5625,1.438,0.12450000000000006,11.12802,TRUE,1162.651,1051.87903,1022.31891
GoldenBC 2016-10-31 09:00:00 R,9622,2.009776377952754,High Flange,2,R,1.5625,1.25,0.3125,11.12802,TRUE,1162.651,1051.87903,1022.31891
GoldenBC 2016-10-31 10:39:00 L,9622,0.4097448818897611,High Flange,1,L,2.0625000000000004,1.25,0.8125000000000004,21.28797,TRUE,1178.3949,1071.09497,1027.39905
GoldenBC 2016-10-31 10:39:00 R,9622,0.4097448818897611,High Flange,1,R,2.0625000000000004,1.25,0.8125000000000004,21.28797,TRUE,1178.3949,1071.09497,1027.39905
GoldenBC 2016-10-31 13:06:00 L,9622,3.0100598425196807,High Flange,4,L,1.5625,1.5,0.0625,6.36597,TRUE,1153.08301,1047.8949,1031.84302
GoldenBC 2016-10-31 13:06:00 R,9622,3.0100598425196807,High Flange,4,R,1.5625,1.5,0.0625,6.36597,TRUE,1153.08301,1047.8949,1031.84302
GoldenBC 2016-10-31 13:49:00 L,9622,0.9987338582677161,High Flange,5,L,1.6875,1.625,0.0625,3.17299,TRUE,1157.90295,1062.45105,1044.57898
GoldenBC 2016-10-31 13:49:00 R,9622,0.9987338582677161,High Flange,5,R,1.6875,1.625,0.0625,3.17299,TRUE,1157.90295,1062.45105,1044.57898
GoldenBC 2016-11-07 20:49:00 L,8742,-6.370714960629922,High Flange,1,L,2.0625000000000004,0.75,1.3125000000000004,23.22399,TRUE,1188.5509,1070.60706,1023.52698
GoldenBC 2016-11-07 20:49:00 R,8742,-7.362714960629923,High Flange,1,R,2.0625000000000004,0.688,1.3745000000000005,23.22399,TRUE,1188.5509,1070.60706,1023.52698
GoldenBC 2016-11-08 06:58:00 L,8742,7.827811023622047,High Flange,2,L,1.0,1.063,-0.06299999999999994,10.82645,TRUE,1150.26306,1029.41492,994.34705
GoldenBC 2016-11-08 06:58:00 R,8742,6.819811023622048,High Flange,2,R,1.0,1.0,0.0,10.82645,TRUE,1150.26306,1029.41492,994.34705
GoldenBC 2016-11-08 10:04:00 L,8742,4.632245669291338,High Flange,3,L,1.0,0.938,0.062000000000000055,8.92849,TRUE,1126.29504,1024.74304,998.14294
GoldenBC 2016-11-08 10:04:00 R,8742,5.624245669291339,High Flange,3,R,1.0,1.0,0.0,8.92849,TRUE,1126.29504,1024.74304,998.14294
GoldenBC 2016-11-08 12:25:00 L,8742,-1.386790551181102,High Flange,1,L,1.25,0.75,0.5,10.49847,TRUE,1136.07092,1026.71106,1007.703
GoldenBC 2016-11-08 12:25:00 R,8742,-2.378790551181103,Vertical Flange,1,R,1.25,0.688,0.562,10.49847,TRUE,1136.07092,1026.71106,1007.703
GoldenBC 2016-11-09 15:07:00 L,8745,-1.9795464566929155,None,6,L,2.0625000000000004,1.625,0.43750000000000044,7.96997,FALSE,1197.34705,1079.64697,1054.03503
GoldenBC 2016-11-09 15:07:00 R,8745,-1.9795464566929155,None,6,R,0.0,1.625,-1.625,-527.01753,FALSE,1197.34705,1079.64697,1054.03503
GoldenBC 2016-11-16 15:10:00 L,8953,1.0271874015748033,None,4,L,1.4375000000000002,1.313,0.12450000000000028,4.79296,FALSE,1193.13904,1056.4989,1028.63904
GoldenBC 2016-11-16 15:10:00 R,8953,2.019187401574804,None,4,R,1.4375000000000002,1.375,0.06250000000000022,4.79296,FALSE,1193.13904,1056.4989,1028.63904
GoldenBC 2016-11-16 16:24:00 L,8953,-0.06524094488188936,None,5,L,1.9375,1.5,0.4375,11.00893,FALSE,1181.95496,1069.68298,1041.60706
GoldenBC 2016-11-16 16:24:00 R,8953,-0.06524094488188936,None,5,R,1.9375,1.5,0.4375,11.00893,FALSE,1181.95496,1069.68298,1041.60706
GoldenBC 2016-11-16 17:43:00 L,8953,0.0015937007873993991,None,6,L,1.9375,1.5,0.4375,11.11503,FALSE,1189.23499,1069.22302,1041.3949
GoldenBC 2016-11-16 17:43:00 R,8953,0.0015937007873993991,None,6,R,1.9375,1.5,0.4375,11.11503,FALSE,1189.23499,1069.22302,1041.3949
GoldenBC 2016-11-21 11:03:00 L,9378,-3.5801700787401582,Thin Flange,1,L,1.3125,0.75,0.5625,8.60398,TRUE,1149.3429,1040.52698,1014.66699
GoldenBC 2016-11-21 11:03:00 R,9378,-2.572170078740159,Thin Flange,1,R,1.3125,0.813,0.49950000000000006,8.60398,TRUE,1149.3429,1040.52698,1014.66699
GoldenBC 2016-11-26 06:52:00 L,8715,3.0807433070866104,High Flange,1,L,1.4375000000000002,1.313,0.12450000000000028,8.05298,TRUE,1139.27893,1045.4469,1022.11902
GoldenBC 2016-11-26 06:52:00 R,8715,5.08074330708661,High Flange,1,R,1.4375000000000002,1.438,-0.0004999999999997229,8.05298,TRUE,1139.27893,1045.4469,1022.11902
GoldenBC 2016-11-26 09:02:00 L,8715,1.0234330708661403,High Flange,3,L,1.4375000000000002,1.313,0.12450000000000028,4.787,TRUE,1148.38293,1046.93494,1028.651
GoldenBC 2016-11-26 09:02:00 R,8715,3.0234330708661403,High Flange,3,R,1.4375000000000002,1.438,-0.0004999999999997229,4.787,TRUE,1148.38293,1046.93494,1028.651
GoldenBC 2016-11-26 10:06:00 L,8715,3.018979527559054,High Flange,1,L,1.5000000000000002,1.313,0.18700000000000028,9.54243,TRUE,1150.81506,1049.823,1022.31512
GoldenBC 2016-11-26 10:06:00 R,8715,5.018979527559054,Vertical Flange,1,R,2.125,1.438,0.687,25.41743,TRUE,1150.81506,1049.823,1022.31512
GoldenBC 2016-11-26 11:18:00 L,8715,1.1198047244094482,Thin Flange,5,L,1.625,1.438,0.18700000000000006,6.52749,TRUE,1159.57898,1057.76697,1034.69495
GoldenBC 2016-11-26 11:18:00 R,8715,3.1198047244094482,Thin Flange,5,R,1.625,1.563,0.062000000000000055,6.52749,TRUE,1159.57898,1057.76697,1034.69495
GoldenBC 2016-11-26 12:13:00 L,8715,3.0150740157480307,Thin Flange,4,L,1.25,1.25,0.0,4.78643,TRUE,1126.23096,1034.84705,1019.12708
GoldenBC 2016-11-26 12:13:00 R,8715,3.0150740157480307,Thin Flange,4,R,1.25,1.25,0.0,4.78643,TRUE,1126.23096,1034.84705,1019.12708
GoldenBC 2016-11-27 06:40:00 L,8784,0.8349669291338557,Thin Flange,6,L,1.625,1.125,0.5,14.02551,TRUE,1171.98694,1058.46692,1019.69891
GoldenBC 2016-11-27 06:40:00 R,8784,9.842966929133855,Thin Flange,6,R,1.625,1.688,-0.06299999999999994,14.02551,TRUE,1171.98694,1058.46692,1019.69891
GoldenBC 2016-11-27 08:12:00 L,8784,-0.958343307086615,Thin Flange,1,L,1.625,1.063,0.562,12.75343,TRUE,1173.85095,1059.86707,1022.2431
GoldenBC 2016-11-27 08:12:00 R,8784,-0.958343307086615,Thin Flange,1,R,1.625,1.063,0.562,12.75343,TRUE,1173.85095,1059.86707,1022.2431
GoldenBC 2016-11-27 09:33:00 L,8784,8.017285039370076,High Flange,4,L,1.625,1.625,0.0,12.72744,TRUE,1167.85095,1057.00305,1022.29504
GoldenBC 2016-11-27 09:33:00 R,8784,9.025285039370075,High Flange,4,R,1.625,1.688,-0.06299999999999994,12.72744,TRUE,1167.85095,1057.00305,1022.29504
GoldenBC 2016-11-27 11:01:00 L,8784,1.023382677165353,Thin Flange,1,L,1.375,1.063,0.31200000000000006,9.54942,TRUE,1155.61902,1041.79895,1015.95111
GoldenBC 2016-11-27 11:01:00 R,8784,1.023382677165353,Thin Flange,1,R,1.375,1.063,0.31200000000000006,9.54942,TRUE,1155.61902,1041.79895,1015.95111
GoldenBC 2016-11-27 12:02:00 L,8784,-3.3646047244094497,Thin Flange,1,L,1.625,1.063,0.562,8.93349,TRUE,1167.89099,1056.64294,1029.88293
GoldenBC 2016-11-27 12:02:00 R,8784,-3.3646047244094497,Thin Flange,1,R,1.625,1.063,0.562,8.93349,TRUE,1167.89099,1056.64294,1029.88293
GoldenBC 2016-11-27 13:06:00 L,8784,1.4341165354330698,Thin Flange,3,L,1.5625,1.313,0.24950000000000006,8.61396,TRUE,1174.26697,1054.85095,1027.34705
GoldenBC 2016-11-27 13:06:00 R,8784,1.4341165354330698,Thin Flange,3,R,1.5625,1.313,0.24950000000000006,8.61396,TRUE,1174.26697,1054.85095,1027.34705
GoldenBC 2016-12-02 07:03:00 L,8764,0.016686614173226033,Thin Flange,1,L,0.9375,0.75,0.1875,4.78899,TRUE,1150.16296,1026.15906,1003.24695
GoldenBC 2016-12-02 07:03:00 R,8764,2.016686614173226,Thin Flange,1,R,0.9375,0.875,0.0625,4.78899,TRUE,1150.16296,1026.15906,1003.24695
GoldenBC 2016-12-02 18:47:00 L,8895,0.6246929133858252,None,2,L,2.0625000000000004,1.688,0.3745000000000005,10.504,FALSE,1179.57495,1074.24304,1048.96692
GoldenBC 2016-12-02 18:47:00 R,8895,0.6246929133858252,None,2,R,2.0625000000000004,1.688,0.3745000000000005,10.504,FALSE,1179.57495,1074.24304,1048.96692
GoldenBC 2016-12-14 09:01:00 L,8773,2.0897637795275585,Out of Gauge,4,L,2.0625000000000004,1.125,0.9375000000000004,27.13,FALSE,1192.36707,1072.0509,1015.71497
GoldenBC 2016-12-14 09:01:00 R,8773,2.0897637795275585,Out of Gauge,4,R,2.0625000000000004,1.125,0.9375000000000004,27.13,FALSE,1192.36707,1072.0509,1015.71497
GoldenBC 2016-12-14 14:32:00 L,8953,2.420472440944881,None,5,L,1.5000000000000002,1.5,2.220446049250313e-16,3.8425,FALSE,1142.97498,1044.34302,1033.71497
GoldenBC 2016-12-14 14:32:00 L,8953,2.420472440944881,None,5,L,1.5000000000000002,1.5,2.220446049250313e-16,3.8425,FALSE,1142.97498,1044.34302,1033.71497
GoldenBC 2016-12-14 14:32:00 R,8953,2.420472440944881,None,5,R,1.5000000000000002,1.5,2.220446049250313e-16,3.8425,FALSE,1142.97498,1044.34302,1033.71497
GoldenBC 2016-12-14 14:32:00 R,8953,2.420472440944881,None,5,R,1.5000000000000002,1.5,2.220446049250313e-16,3.8425,FALSE,1142.97498,1044.34302,1033.71497
GoldenBC 2016-12-15 19:23:00 L,9364,0.21708976377952638,None,4,L,2.0625000000000004,1.313,0.7495000000000005,19.38193,FALSE,1170.80298,1071.72302,1031.21106
GoldenBC 2016-12-15 19:23:00 R,9364,0.21708976377952638,None,4,R,2.0625000000000004,1.313,0.7495000000000005,19.38193,FALSE,1170.80298,1071.72302,1031.21106
GoldenBC 2016-12-20 15:20:00 L,9607,3.2141480314960624,Shelled Tread,2,L,1.25,1.25,0.0,5.10246,FALSE,1119.80701,1033.65906,1018.49506
GoldenBC 2016-12-20 15:20:00 R,9607,4.2221480314960615,Shelled Tread,2,R,1.25,1.313,-0.06299999999999994,5.10246,FALSE,1119.80701,1033.65906,1018.49506
GoldenBC 2016-12-21 07:28:00 L,9607,3.3716661417322804,None,1,L,1.5000000000000002,1.5,2.220446049250313e-16,5.35252,FALSE,1155.48303,1046.78296,1030.69495
GoldenBC 2016-12-21 07:28:00 L,9607,3.3716661417322804,None,1,L,1.5000000000000002,1.5,2.220446049250313e-16,5.35252,FALSE,1155.48303,1046.78296,1030.69495
GoldenBC 2016-12-21 07:28:00 R,9607,3.3716661417322804,None,1,R,1.5000000000000002,1.5,2.220446049250313e-16,5.35252,FALSE,1155.48303,1046.78296,1030.69495
GoldenBC 2016-12-21 07:28:00 R,9607,3.3716661417322804,None,1,R,1.5000000000000002,1.5,2.220446049250313e-16,5.35252,FALSE,1155.48303,1046.78296,1030.69495
GoldenBC 2016-12-24 21:14:00 L,9778,-1.629171653543306,Out of Gauge,5,L,2.0625000000000004,1.688,0.3745000000000005,6.92599,FALSE,1141.71899,1070.38293,1056.12292
GoldenBC 2016-12-24 21:14:00 R,9778,0.37082834645669394,Out of Gauge,5,R,2.0625000000000004,1.813,0.2495000000000005,6.92599,FALSE,1141.71899,1070.38293,1056.12292
GoldenBC 2016-12-25 12:24:00 L,9778,1.0417196850393715,High Flange,5,L,1.875,1.688,0.18700000000000006,6.40353,TRUE,1150.59497,1058.78699,1047.64294
GoldenBC 2016-12-25 12:24:00 R,9778,3.0417196850393715,High Flange,5,R,1.875,1.813,0.062000000000000055,6.40353,TRUE,1150.59497,1058.78699,1047.64294
GoldenBC 2017-01-01 11:59:00 L,8784,2.0842267716535403,Shelled Tread,3,L,1.1875000000000002,1.313,-0.12549999999999972,0.12101,FALSE,1104.9469,0,1025.28296
GoldenBC 2017-01-01 11:59:00 R,8784,2.0842267716535403,Shelled Tread,3,R,1.1875000000000002,1.313,-0.12549999999999972,0.12101,FALSE,1104.9469,0,1025.28296
GoldenBC 2017-01-03 09:39:00 L,8879,7.012560629921261,High Flange,6,L,1.3125,1.5,-0.1875,6.36994,TRUE,1150.5509,1041.96692,1019.13507
GoldenBC 2017-01-03 09:39:00 R,8879,7.012560629921261,High Flange,6,R,1.3125,1.5,-0.1875,6.36994,TRUE,1150.5509,1041.96692,1019.13507
GoldenBC 2017-01-30 12:49:00 L,8810,1.0259338582677149,Thin Flange,1,L,1.375,1.063,0.31200000000000006,9.55347,TRUE,1153.38696,1048.17493,1015.94299
GoldenBC 2017-01-30 12:49:00 L,8810,1.0259338582677149,Thin Flange,1,L,1.375,1.063,0.31200000000000006,9.55347,TRUE,1153.38696,1048.17493,1015.94299
GoldenBC 2017-01-30 12:49:00 R,8810,1.0259338582677149,Thin Flange,1,R,1.375,1.063,0.31200000000000006,9.55347,TRUE,1153.38696,1048.17493,1015.94299
GoldenBC 2017-01-30 12:49:00 R,8810,1.0259338582677149,Thin Flange,1,R,1.375,1.063,0.31200000000000006,9.55347,TRUE,1153.38696,1048.17493,1015.94299
GoldenBC 2017-01-30 15:32:00 L,8810,1.0234330708661403,High Flange,3,L,1.625,1.313,0.31200000000000006,9.5495,TRUE,1167.91907,1053.50696,1028.651
GoldenBC 2017-01-30 15:32:00 R,8810,1.0234330708661403,High Flange,3,R,1.625,1.313,0.31200000000000006,9.5495,TRUE,1167.91907,1053.50696,1028.651
GoldenBC 2017-01-30 16:36:00 L,8810,3.8202519685039356,Thin Flange,4,L,1.5000000000000002,1.313,0.18700000000000028,10.81445,TRUE,1169.9469,1046.32703,1019.77106
GoldenBC 2017-01-30 16:36:00 R,8810,0.8122519685039364,Thin Flange,4,R,1.5000000000000002,1.125,0.3750000000000002,10.81445,TRUE,1169.9469,1046.32703,1019.77106
GoldenBC 2017-01-30 17:47:00 L,8810,-0.17346771653543414,High Flange,5,L,1.5625,1.313,0.24950000000000006,6.06192,TRUE,1169.96692,1051.71106,1032.45105
GoldenBC 2017-01-30 17:47:00 L,8810,-0.17346771653543414,High Flange,5,L,1.5625,1.313,0.24950000000000006,6.06192,TRUE,1169.96692,1051.71106,1032.45105
GoldenBC 2017-01-30 17:47:00 R,8810,-0.17346771653543414,High Flange,5,R,1.5625,1.313,0.24950000000000006,6.06192,TRUE,1169.96692,1051.71106,1032.45105
GoldenBC 2017-01-30 17:47:00 R,8810,-0.17346771653543414,High Flange,5,R,1.5625,1.313,0.24950000000000006,6.06192,TRUE,1169.96692,1051.71106,1032.45105
GoldenBC 2017-02-10 15:54:00 L,8711,11.464982677165352,None,1,L,1.375,1.313,0.062000000000000055,19.77546,FALSE,1161.59094,1043.53894,995.49902
GoldenBC 2017-02-10 15:54:00 R,8711,13.464982677165352,None,1,R,1.375,1.438,-0.06299999999999994,19.77546,FALSE,1161.59094,1043.53894,995.49902
GoldenBC 2017-02-23 08:01:00 L,9732,3.206135433070866,Shelled Tread,4,L,1.4375000000000002,1.438,-0.0004999999999997229,5.07704,FALSE,1162.43103,1047.11499,1028.07092
GoldenBC 2017-02-23 08:01:00 L,9732,3.206135433070866,Shelled Tread,4,L,1.4375000000000002,1.438,-0.0004999999999997229,5.07704,FALSE,1162.43103,1047.11499,1028.07092
GoldenBC 2017-02-23 08:01:00 L,9732,3.206135433070866,Shelled Tread,4,L,1.4375000000000002,1.438,-0.0004999999999997229,5.07704,FALSE,1162.43103,1047.11499,1028.07092
GoldenBC 2017-02-23 08:01:00 R,9732,4.198135433070867,Shelled Tread,4,R,1.4375000000000002,1.5,-0.06249999999999978,5.07704,FALSE,1162.43103,1047.11499,1028.07092
GoldenBC 2017-02-23 08:01:00 R,9732,4.198135433070867,Shelled Tread,4,R,1.4375000000000002,1.5,-0.06249999999999978,5.07704,FALSE,1162.43103,1047.11499,1028.07092
GoldenBC 2017-02-23 08:01:00 R,9732,4.198135433070867,Shelled Tread,4,R,1.4375000000000002,1.5,-0.06249999999999978,5.07704,FALSE,1162.43103,1047.11499,1028.07092
GoldenBC 2017-03-13 15:34:00 L,8872,-0.3800566929133886,None,1,L,1.3125,1.063,0.24950000000000006,5.73396,FALSE,1134.547,1043.271,1020.40704
GoldenBC 2017-03-13 15:34:00 L,8872,-0.3800566929133886,None,1,L,1.3125,1.063,0.24950000000000006,5.73396,FALSE,1134.547,1043.271,1020.40704
GoldenBC 2017-03-13 15:34:00 R,8872,3.6199433070866114,None,1,R,1.375,1.313,0.062000000000000055,7.32146,FALSE,1134.547,1043.271,1020.40704
GoldenBC 2017-03-13 15:34:00 R,8872,3.6199433070866114,None,1,R,1.375,1.313,0.062000000000000055,7.32146,FALSE,1134.547,1043.271,1020.40704
GoldenBC 2017-03-21 10:15:00 L,8921,0.21902992125984078,Thin Flange,4,L,0.6875,0.688,-0.0004999999999999449,0.33501,TRUE,1141.16296,1014.33496,999.45496
GoldenBC 2017-03-21 10:15:00 R,8921,0.21902992125984078,Thin Flange,4,R,0.6875,0.688,-0.0004999999999999449,0.33501,TRUE,1141.16296,1014.33496,999.45496
GoldenBC 2017-03-21 11:04:00 L,8921,1.3873952755905492,Thin Flange,5,L,1.0625,1.0,0.0625,3.78999,TRUE,1160.69495,1027.39099,1011.59497
GoldenBC 2017-03-21 11:04:00 R,8921,2.3953952755905483,Thin Flange,5,R,1.0625,1.063,-0.0004999999999999449,3.78999,TRUE,1160.69495,1027.39099,1011.59497
GoldenBC 2017-03-21 12:31:00 L,8921,1.1971779527559043,Thin Flange,6,L,0.8125,0.75,0.0625,3.48802,TRUE,1136.82703,1012.29889,999.4989
GoldenBC 2017-03-21 12:31:00 R,8921,1.1971779527559043,Thin Flange,6,R,0.8125,0.75,0.0625,3.48802,TRUE,1136.82703,1012.29889,999.4989
GoldenBC 2017-03-24 05:04:00 L,9365,0.3764976377952731,None,6,L,0.6875,0.688,-0.0004999999999999449,0.58499,FALSE,1139.323,1024.39099,998.95496
GoldenBC 2017-03-24 05:04:00 R,9365,-1.6235023622047269,None,6,R,0.5625,0.563,-0.0004999999999999449,-2.59001,FALSE,1139.323,1024.39099,998.95496
GoldenBC 2017-03-24 08:41:00 L,9365,8.569744881889763,High Flange,2,L,0.8125,1.25,-0.4375,2.49197,TRUE,1124.40295,1022.59906,1001.49103
GoldenBC 2017-03-24 08:41:00 L,9365,8.569744881889763,High Flange,2,L,0.8125,1.25,-0.4375,2.49197,TRUE,1124.40295,1022.59906,1001.49103
GoldenBC 2017-03-24 08:41:00 L,9365,8.569744881889763,High Flange,2,L,0.8125,1.25,-0.4375,2.49197,TRUE,1124.40295,1022.59906,1001.49103
GoldenBC 2017-03-24 08:41:00 R,9365,-0.42225511811023786,High Flange,2,R,0.8125,0.688,0.12450000000000006,2.49197,TRUE,1124.40295,1022.59906,1001.49103
