uID,RN,Amount Removed (1/16),Reason,Axle Position,Side,WT Start Rim,ES Start Rim,Start Difference,WT Removed,Flange Condition Bool,CDSS,CDFIM,CDSWC
GoldenBC 2017-03-24 08:41:00 R,9365,-0.42225511811023786,High Flange,2,R,0.8125,0.688,0.12450000000000006,2.49197,TRUE,1124.40295,1022.59906,1001.49103
GoldenBC 2017-03-24 08:41:00 R,9365,-0.42225511811023786,High Flange,2,R,0.8125,0.688,0.12450000000000006,2.49197,TRUE,1124.40295,1022.59906,1001.49103
GoldenBC 2017-03-24 12:37:00 L,9365,8.216491338582676,Thin Flange,1,L,1.0625,1.438,-0.37549999999999994,3.50598,TRUE,1148.93103,1034.09094,1012.16302
GoldenBC 2017-03-24 12:37:00 R,9365,-2.791508661417323,Thin Flange,1,R,1.0625,0.75,0.3125,3.50598,TRUE,1148.93103,1034.09094,1012.16302
GoldenBC 2017-04-11 06:51:00 L,9377,0.03429291338582452,Thin Flange,1,L,1.0625,0.75,0.3125,7.99194,TRUE,1159.89099,1026.28296,1003.19104
GoldenBC 2017-04-11 06:51:00 R,9377,0.03429291338582452,Thin Flange,1,R,1.0625,0.75,0.3125,7.99194,TRUE,1159.89099,1026.28296,1003.19104
GoldenBC 2017-04-11 09:03:00 L,9377,0.017927559055117115,High Flange,6,L,0.8125,0.75,0.0625,1.61596,TRUE,1155.19495,1016.83099,1003.24304
GoldenBC 2017-04-11 09:03:00 R,9377,0.017927559055117115,High Flange,6,R,0.8125,0.75,0.0625,1.61596,TRUE,1155.19495,1016.83099,1003.24304
GoldenBC 2017-04-16 06:46:00 L,9370,-4.9860283464566955,High Flange,1,L,0.9375,0.563,0.37450000000000006,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 L,9370,-4.9860283464566955,High Flange,1,L,0.9375,0.563,0.37450000000000006,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 L,9370,-4.9860283464566955,High Flange,1,L,0.9375,0.563,0.37450000000000006,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 L,9370,-4.9860283464566955,High Flange,1,L,0.9375,0.563,0.37450000000000006,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 L,9370,-4.9860283464566955,High Flange,1,L,0.9375,0.563,0.37450000000000006,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 L,9370,-4.9860283464566955,High Flange,1,L,0.9375,0.563,0.37450000000000006,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 R,9370,-7.994028346456695,High Flange,1,R,0.9375,0.375,0.5625,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 R,9370,-7.994028346456695,High Flange,1,R,0.9375,0.375,0.5625,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 R,9370,-7.994028346456695,High Flange,1,R,0.9375,0.375,0.5625,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 R,9370,-7.994028346456695,High Flange,1,R,0.9375,0.375,0.5625,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 R,9370,-7.994028346456695,High Flange,1,R,0.9375,0.375,0.5625,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-16 06:46:00 R,9370,-7.994028346456695,High Flange,1,R,0.9375,0.375,0.5625,1.59698,TRUE,1163.34705,1024.35901,1009.63098
GoldenBC 2017-04-21 09:52:00 L,8722,-1.0081763779527577,High Flange,4,L,1.375,1.125,0.25,4.74952,TRUE,1148.62292,1041.94299,1025.5509
GoldenBC 2017-04-21 09:52:00 R,8722,-1.0081763779527577,High Flange,4,R,1.375,1.125,0.25,4.74952,TRUE,1148.62292,1041.94299,1025.5509
GoldenBC 2017-04-21 12:42:00 L,8722,1.000623622047243,High Flange,6,L,1.5625,1.5,0.0625,3.17599,TRUE,1177.92297,1062.47107,1038.22302
GoldenBC 2017-04-21 12:42:00 R,8722,0.008623622047242208,High Flange,6,R,1.5625,1.438,0.12450000000000006,3.17599,TRUE,1177.92297,1062.47107,1038.22302
GoldenBC 2017-04-23 08:59:00 L,8841,-0.5553070866141709,High Flange,1,L,1.375,1.25,0.125,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-23 08:59:00 L,8841,-0.5553070866141709,High Flange,1,L,1.375,1.25,0.125,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-23 08:59:00 L,8841,-0.5553070866141709,High Flange,1,L,1.375,1.25,0.125,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-23 08:59:00 L,8841,-0.5553070866141709,High Flange,1,L,1.375,1.25,0.125,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-23 08:59:00 R,8841,1.444692913385829,High Flange,1,R,1.375,1.375,0.0,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-23 08:59:00 R,8841,1.444692913385829,High Flange,1,R,1.375,1.375,0.0,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-23 08:59:00 R,8841,1.444692913385829,High Flange,1,R,1.375,1.375,0.0,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-23 08:59:00 R,8841,1.444692913385829,High Flange,1,R,1.375,1.375,0.0,2.29345,TRUE,1181.54297,1044.03101,1030.46301
GoldenBC 2017-04-28 07:37:00 L,9375,1.0151118110236226,High Flange,1,L,1.9375,1.875,0.0625,3.19899,TRUE,1198.61096,1073.69495,1057.22693
GoldenBC 2017-04-28 07:37:00 L,9375,1.0151118110236226,High Flange,1,L,1.9375,1.875,0.0625,3.19899,TRUE,1198.61096,1073.69495,1057.22693
GoldenBC 2017-04-28 07:37:00 L,9375,1.0151118110236226,High Flange,1,L,1.9375,1.875,0.0625,3.19899,TRUE,1198.61096,1073.69495,1057.22693
GoldenBC 2017-04-28 07:37:00 R,9375,0.023111811023621698,High Flange,1,R,1.9375,1.813,0.12450000000000006,3.19899,TRUE,1198.61096,1073.69495,1057.22693
GoldenBC 2017-04-28 07:37:00 R,9375,0.023111811023621698,High Flange,1,R,1.9375,1.813,0.12450000000000006,3.19899,TRUE,1198.61096,1073.69495,1057.22693
GoldenBC 2017-04-28 07:37:00 R,9375,0.023111811023621698,High Flange,1,R,1.9375,1.813,0.12450000000000006,3.19899,TRUE,1198.61096,1073.69495,1057.22693
GoldenBC 2017-05-07 06:43:00 L,9374,-0.5822047244094506,High Flange,1,L,0.8125,0.688,0.12450000000000006,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 L,9374,-0.5822047244094506,High Flange,1,L,0.8125,0.688,0.12450000000000006,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 L,9374,-0.5822047244094506,High Flange,1,L,0.8125,0.688,0.12450000000000006,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 L,9374,-0.5822047244094506,High Flange,1,L,0.8125,0.688,0.12450000000000006,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 L,9374,-0.5822047244094506,High Flange,1,L,0.8125,0.688,0.12450000000000006,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 L,9374,-0.5822047244094506,High Flange,1,L,0.8125,0.688,0.12450000000000006,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 R,9374,0.4097952755905503,High Flange,1,R,0.8125,0.75,0.0625,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 R,9374,0.4097952755905503,High Flange,1,R,0.8125,0.75,0.0625,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 R,9374,0.4097952755905503,High Flange,1,R,0.8125,0.75,0.0625,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 R,9374,0.4097952755905503,High Flange,1,R,0.8125,0.75,0.0625,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 R,9374,0.4097952755905503,High Flange,1,R,0.8125,0.75,0.0625,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-07 06:43:00 R,9374,0.4097952755905503,High Flange,1,R,0.8125,0.75,0.0625,2.23805,TRUE,1128.97498,1017.58295,1001.99884
GoldenBC 2017-05-18 03:51:00 L,8763,-0.9929133858267747,None,4,L,1.9375,1.688,0.24950000000000006,4.76105,FALSE,1190.57898,1073.06299,1054.10291
GoldenBC 2017-05-18 03:51:00 R,8763,-0.9929133858267747,None,4,R,1.9375,1.688,0.24950000000000006,4.76105,FALSE,1190.57898,1073.06299,1054.10291
GoldenBC 2017-05-30 14:34:00 L,8947,3.001833070866141,High Flange,2,L,1.7500000000000002,1.875,-0.12499999999999978,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 L,8947,3.001833070866141,High Flange,2,L,1.7500000000000002,1.875,-0.12499999999999978,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 L,8947,3.001833070866141,High Flange,2,L,1.7500000000000002,1.875,-0.12499999999999978,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 L,8947,3.001833070866141,High Flange,2,L,1.7500000000000002,1.875,-0.12499999999999978,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 L,8947,3.001833070866141,High Flange,2,L,1.7500000000000002,1.875,-0.12499999999999978,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 R,8947,1.001833070866141,High Flange,2,R,1.7500000000000002,1.75,2.220446049250313e-16,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 R,8947,1.001833070866141,High Flange,2,R,1.7500000000000002,1.75,2.220446049250313e-16,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 R,8947,1.001833070866141,High Flange,2,R,1.7500000000000002,1.75,2.220446049250313e-16,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 R,8947,1.001833070866141,High Flange,2,R,1.7500000000000002,1.75,2.220446049250313e-16,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-05-30 14:34:00 R,8947,1.001833070866141,High Flange,2,R,1.7500000000000002,1.75,2.220446049250313e-16,1.59041,TRUE,1224.56299,1071.76697,1050.91907
GoldenBC 2017-06-04 19:58:00 L,8764,2.6385511811023594,High Flange,4,L,0.8750000000000001,0.813,0.062000000000000166,5.7635,TRUE,1156.60706,1029.59497,998.12292
GoldenBC 2017-06-04 19:58:00 R,8764,3.6305511811023603,High Flange,4,R,0.8750000000000001,0.875,1.1102230246251565e-16,5.7635,TRUE,1156.60706,1029.59497,998.12292
GoldenBC 2017-06-04 21:11:00 L,8764,2.0235842519685026,High Flange,5,L,1.0,1.0,0.0,3.21244,TRUE,1166.09497,1037.71497,1009.57507
GoldenBC 2017-06-04 21:11:00 L,8764,2.0235842519685026,High Flange,5,L,1.0,1.0,0.0,3.21244,TRUE,1166.09497,1037.71497,1009.57507
GoldenBC 2017-06-04 21:11:00 R,8764,3.0315842519685017,High Flange,5,R,1.0,1.063,-0.06299999999999994,3.21244,TRUE,1166.09497,1037.71497,1009.57507
GoldenBC 2017-06-04 21:11:00 R,8764,3.0315842519685017,High Flange,5,R,1.0,1.063,-0.06299999999999994,3.21244,TRUE,1166.09497,1037.71497,1009.57507
GoldenBC 2017-06-05 15:12:00 L,8764,-1.9611527559055144,High Flange,1,L,0.8125,0.563,0.24950000000000006,3.22397,TRUE,1131.25891,1020.83502,1000.02704
GoldenBC 2017-06-05 15:12:00 R,8764,-1.9611527559055144,High Flange,1,R,0.8125,0.563,0.24950000000000006,3.22397,TRUE,1131.25891,1020.83502,1000.02704
GoldenBC 2017-06-05 23:55:00 L,9353,-1.8485102362204735,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,5.00299,TRUE,1173.047,1038.51099,1015.51898
GoldenBC 2017-06-05 23:55:00 L,9353,-1.8485102362204735,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,5.00299,TRUE,1173.047,1038.51099,1015.51898
GoldenBC 2017-06-05 23:55:00 L,9353,-1.8485102362204735,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,5.00299,TRUE,1173.047,1038.51099,1015.51898
GoldenBC 2017-06-05 23:55:00 R,9353,4.1514897637795265,High Flange,1,R,1.1875000000000002,1.25,-0.06249999999999978,5.00299,TRUE,1173.047,1038.51099,1015.51898
GoldenBC 2017-06-05 23:55:00 R,9353,4.1514897637795265,High Flange,1,R,1.1875000000000002,1.25,-0.06249999999999978,5.00299,TRUE,1173.047,1038.51099,1015.51898
GoldenBC 2017-06-05 23:55:00 R,9353,4.1514897637795265,High Flange,1,R,1.1875000000000002,1.25,-0.06249999999999978,5.00299,TRUE,1173.047,1038.51099,1015.51898
GoldenBC 2017-06-07 02:27:00 L,8780,3.966311811023619,High Flange,2,L,2.0,2.0,0.0,6.29652,TRUE,1173.24695,1073.83899,1054.20691
GoldenBC 2017-06-07 02:27:00 R,8780,1.966311811023619,High Flange,2,R,2.0,1.875,0.125,6.29652,TRUE,1173.24695,1073.83899,1054.20691
GoldenBC 2017-07-03 20:28:00 L,8791,0.014166929133857309,High Flange,4,L,1.5625,1.5,0.0625,1.60999,TRUE,1185.01099,1063.64697,1041.35498
GoldenBC 2017-07-03 20:28:00 R,8791,0.014166929133857309,High Flange,4,R,1.5625,1.5,0.0625,1.60999,TRUE,1185.01099,1063.64697,1041.35498
GoldenBC 2017-08-07 17:06:00 L,8625,3.7956976377952714,Grooved Tread,1,L,1.7500000000000002,1.688,0.06200000000000028,7.60047,FALSE,1190.13098,1063.21106,1038.89905
GoldenBC 2017-08-07 17:06:00 L,8625,3.7956976377952714,Grooved Tread,1,L,1.7500000000000002,1.688,0.06200000000000028,7.60047,FALSE,1190.13098,1063.21106,1038.89905
GoldenBC 2017-08-07 17:06:00 L,8625,3.7956976377952714,Grooved Tread,1,L,1.7500000000000002,1.688,0.06200000000000028,7.60047,FALSE,1190.13098,1063.21106,1038.89905
GoldenBC 2017-08-07 17:06:00 R,8625,2.7876976377952722,Grooved Tread,1,R,1.7500000000000002,1.625,0.12500000000000022,7.60047,FALSE,1190.13098,1063.21106,1038.89905
GoldenBC 2017-08-07 17:06:00 R,8625,2.7876976377952722,Grooved Tread,1,R,1.7500000000000002,1.625,0.12500000000000022,7.60047,FALSE,1190.13098,1063.21106,1038.89905
GoldenBC 2017-08-07 17:06:00 R,8625,2.7876976377952722,Grooved Tread,1,R,1.7500000000000002,1.625,0.12500000000000022,7.60047,FALSE,1190.13098,1063.21106,1038.89905
GoldenBC 2017-08-10 15:00:00 L,8890,-0.45070236220472637,Grooved Tread,2,L,1.375,1.25,0.125,2.45951,FALSE,1169.07092,1046.89099,1030.13098
GoldenBC 2017-08-10 15:00:00 R,8890,-0.45070236220472637,Grooved Tread,2,R,1.375,1.25,0.125,2.45951,FALSE,1169.07092,1046.89099,1030.13098
GoldenBC 2017-08-10 15:55:00 L,8890,-0.40726299212598427,High Flange,1,L,1.125,0.875,0.25,5.70347,TRUE,1146.85498,1034.203,1010.94299
GoldenBC 2017-08-10 15:55:00 R,8890,2.600737007874015,High Flange,1,R,1.125,1.063,0.062000000000000055,5.70347,TRUE,1146.85498,1034.203,1010.94299
GoldenBC 2017-08-13 16:55:00 L,8763,0.6119811023622006,Slid Flat,2,L,1.9375,1.875,0.0625,2.55902,FALSE,1184.479,1072.73499,1058.50696
GoldenBC 2017-08-13 16:55:00 L,8763,0.6119811023622006,Slid Flat,2,L,1.9375,1.875,0.0625,2.55902,FALSE,1184.479,1072.73499,1058.50696
GoldenBC 2017-08-13 16:55:00 R,8763,1.6199811023621997,Slid Flat,2,R,1.9375,1.938,-0.0004999999999999449,2.55902,FALSE,1184.479,1072.73499,1058.50696
GoldenBC 2017-08-13 16:55:00 R,8763,1.6199811023621997,Slid Flat,2,R,1.9375,1.938,-0.0004999999999999449,2.55902,FALSE,1184.479,1072.73499,1058.50696
GoldenBC 2017-08-18 12:52:00 L,8825,1.4908346456692882,None,1,L,1.1875000000000002,1.063,0.12450000000000028,5.529,FALSE,1163.83093,1028.57507,1014.46698
GoldenBC 2017-08-18 12:52:00 L,8825,1.4908346456692882,None,1,L,1.1875000000000002,1.063,0.12450000000000028,5.529,FALSE,1163.83093,1028.57507,1014.46698
GoldenBC 2017-08-18 12:52:00 L,8825,1.4908346456692882,None,1,L,1.1875000000000002,1.063,0.12450000000000028,5.529,FALSE,1163.83093,1028.57507,1014.46698
GoldenBC 2017-08-18 12:52:00 R,8825,1.4908346456692882,None,1,R,1.1875000000000002,1.063,0.12450000000000028,5.529,FALSE,1163.83093,1028.57507,1014.46698
GoldenBC 2017-08-18 12:52:00 R,8825,1.4908346456692882,None,1,R,1.1875000000000002,1.063,0.12450000000000028,5.529,FALSE,1163.83093,1028.57507,1014.46698
GoldenBC 2017-08-18 12:52:00 R,8825,1.4908346456692882,None,1,R,1.1875000000000002,1.063,0.12450000000000028,5.529,FALSE,1163.83093,1028.57507,1014.46698
GoldenBC 2017-09-25 21:02:00 L,8623,5.030941732283463,None,6,L,1.4375000000000002,1.563,-0.12549999999999972,4.79892,FALSE,1163.22302,1045.69495,1028.62708
GoldenBC 2017-09-25 21:02:00 R,8623,4.0229417322834635,None,6,R,1.4375000000000002,1.5,-0.06249999999999978,4.79892,FALSE,1163.22302,1045.69495,1028.62708
GoldenBC 2017-11-14 20:04:00 L,8770,4.017310236220471,High Flange,1,L,1.6875,1.875,-0.1875,1.61498,TRUE,1221.36292,1068.66296,1047.69495
GoldenBC 2017-11-14 20:04:00 R,8770,4.017310236220471,High Flange,1,R,1.6875,1.875,-0.1875,1.61498,TRUE,1221.36292,1068.66296,1047.69495
GoldenBC 2018-02-04 12:06:00 L,8942,0.6366551181102338,Obsolete Material,3,L,2.0625000000000004,1.813,0.2495000000000005,7.34799,FALSE,1201.49097,1073.8949,1055.27893
GoldenBC 2018-02-04 12:06:00 R,8942,-1.3633448818897662,Obsolete Material,3,R,2.0625000000000004,1.688,0.3745000000000005,7.34799,FALSE,1201.49097,1073.8949,1055.27893
GoldenBC 2018-02-15 10:07:00 L,8911,-0.9918299212598427,High Flange,5,L,0.8125,0.625,0.1875,3.18797,TRUE,1158.81091,1022.45898,1000.099
GoldenBC 2018-02-15 10:07:00 R,8911,-0.9918299212598427,High Flange,5,R,0.8125,0.625,0.1875,3.18797,TRUE,1158.81091,1022.45898,1000.099
GoldenBC 2018-02-15 12:29:00 L,8911,-0.9792125984251978,High Flange,5,L,0.8125,0.625,0.1875,3.208,TRUE,1134.77502,1018.44293,1000.05896
GoldenBC 2018-02-15 12:29:00 L,8911,-0.9792125984251978,High Flange,5,L,0.8125,0.625,0.1875,3.208,TRUE,1134.77502,1018.44293,1000.05896
GoldenBC 2018-02-15 12:29:00 R,8911,-0.9792125984251978,High Flange,5,R,0.8125,0.625,0.1875,3.208,TRUE,1134.77502,1018.44293,1000.05896
GoldenBC 2018-02-15 12:29:00 R,8911,-0.9792125984251978,High Flange,5,R,0.8125,0.625,0.1875,3.208,TRUE,1134.77502,1018.44293,1000.05896
MontrealQC 2017-06-20 21:19:00 L,9752,1.0347590551181085,High Flange,6,L,1.875,1.813,0.062000000000000055,3.21748,TRUE,1189.73877,1062.37512,1054.01501
MontrealQC 2017-06-20 21:19:00 R,9752,2.0267590551181094,High Flange,6,R,1.875,1.875,0.0,3.21748,TRUE,1189.73877,1062.37512,1054.01501
MontrealQC 2017-07-19 00:11:00 L,8893,-0.5039811023622054,High Flange,5,L,1.0,0.875,0.125,2.37493,TRUE,1145.40186,1027.48999,1011.25006
MontrealQC 2017-07-19 00:11:00 R,8893,1.4960188976377946,High Flange,5,R,1.0,1.0,0.0,2.37493,TRUE,1145.40186,1027.48999,1011.25006
MontrealQC 2017-08-29 20:36:00 L,8621,0.030059842519683855,None,4,L,1.5000000000000002,1.063,0.4370000000000003,11.14752,FALSE,1192.80981,1054.56604,1019.10492
MontrealQC 2017-08-29 20:36:00 R,8621,9.022059842519685,None,4,R,1.625,1.625,0.0,14.32252,FALSE,1192.80981,1054.56604,1019.10492
MontrealQC 2017-09-14 20:19:00 L,1047,0.5254425196850363,None,4,L,1.5625,1.438,0.12450000000000006,3.99644,FALSE,1199.32166,1050.92993,1036.58203
MontrealQC 2017-09-14 20:19:00 L,1047,0.5254425196850363,None,4,L,1.5625,1.438,0.12450000000000006,3.99644,FALSE,1199.32166,1050.92993,1036.58203
MontrealQC 2017-09-14 20:19:00 L,1047,0.5254425196850363,None,4,L,1.5625,1.438,0.12450000000000006,3.99644,FALSE,1199.32166,1050.92993,1036.58203
MontrealQC 2017-09-14 20:19:00 R,1047,0.5254425196850363,None,4,R,1.5000000000000002,1.438,0.06200000000000028,2.40894,FALSE,1199.32166,1050.92993,1036.58203
MontrealQC 2017-09-14 20:19:00 R,1047,0.5254425196850363,None,4,R,1.5000000000000002,1.438,0.06200000000000028,2.40894,FALSE,1199.32166,1050.92993,1036.58203
MontrealQC 2017-09-14 20:19:00 R,1047,0.5254425196850363,None,4,R,1.5000000000000002,1.438,0.06200000000000028,2.40894,FALSE,1199.32166,1050.92993,1036.58203
MontrealQC 2017-09-16 21:10:00 L,9826,7.5748031496063,None,1,L,2.0,2.0,0.0,12.025,FALSE,1200.3136,1068.97388,1042.75
MontrealQC 2017-09-16 21:10:00 R,9826,-0.42519685039370003,None,1,R,2.0,1.5,0.5,12.025,FALSE,1200.3136,1068.97388,1042.75
MontrealQC 2017-11-08 20:32:00 L,8803,9.019521259842517,None,4,L,1.875,1.875,0.0,14.31849,FALSE,1187.00464,1067.27686,1031.81299
MontrealQC 2017-11-08 20:32:00 L,8803,9.019521259842517,None,4,L,1.875,1.875,0.0,14.31849,FALSE,1187.00464,1067.27686,1031.81299
MontrealQC 2017-11-08 20:32:00 R,8803,-0.9804787401574835,None,4,R,1.7500000000000002,1.25,0.5000000000000002,11.14349,FALSE,1187.00464,1067.27686,1031.81299
MontrealQC 2017-11-08 20:32:00 R,8803,-0.9804787401574835,None,4,R,1.7500000000000002,1.25,0.5000000000000002,11.14349,FALSE,1187.00464,1067.27686,1031.81299
PocoBC 2016-08-01 11:07:00 L,8840,-2.2130519685039367,Out of Gauge,5,L,1.5625,0.938,0.6245,12.34908,FALSE,1144.27271,1060.57275,1019.87677
PocoBC 2016-08-01 11:07:00 R,8840,-3.221051968503936,Out of Gauge,5,R,1.5625,0.875,0.6875,12.34908,FALSE,1144.27271,1060.57275,1019.87677
PocoBC 2016-08-19 16:42:00 L,8952,-0.6742929133858269,High Flange,6,L,1.5000000000000002,1.25,0.2500000000000002,5.27956,TRUE,1173.86877,1061.95276,1030.84082
PocoBC 2016-08-19 16:42:00 R,8952,-0.6742929133858269,Thin Flange,6,R,1.4375000000000002,1.25,0.18750000000000022,3.69206,TRUE,1173.86877,1061.95276,1030.84082
PocoBC 2017-06-25 21:26:00 L,8532,-2.021064566929134,High Flange,1,L,1.8125000000000002,1.5,0.3125000000000002,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 L,8532,-2.021064566929134,High Flange,1,L,1.8125000000000002,1.5,0.3125000000000002,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 L,8532,-2.021064566929134,High Flange,1,L,1.8125000000000002,1.5,0.3125000000000002,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 L,8532,-2.021064566929134,High Flange,1,L,1.8125000000000002,1.5,0.3125000000000002,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 L,8532,-2.021064566929134,High Flange,1,L,1.8125000000000002,1.5,0.3125000000000002,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 L,8532,-2.021064566929134,High Flange,1,L,1.8125000000000002,1.5,0.3125000000000002,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 R,8532,2.9869354330708653,High Flange,1,R,1.8125000000000002,1.813,-0.0004999999999997229,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 R,8532,2.9869354330708653,High Flange,1,R,1.8125000000000002,1.813,-0.0004999999999997229,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 R,8532,2.9869354330708653,High Flange,1,R,1.8125000000000002,1.813,-0.0004999999999997229,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 R,8532,2.9869354330708653,High Flange,1,R,1.8125000000000002,1.813,-0.0004999999999997229,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 R,8532,2.9869354330708653,High Flange,1,R,1.8125000000000002,1.813,-0.0004999999999997229,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-06-25 21:26:00 R,8532,2.9869354330708653,High Flange,1,R,1.8125000000000002,1.813,-0.0004999999999997229,4.72906,TRUE,1163.71277,1054.40076,1047.81677
PocoBC 2017-09-23 21:43:00 L,8630,-0.4738204724409467,High Flange,4,L,1.25,0.813,0.43700000000000006,10.34761,TRUE,1102.94482,1045.56885,1008.00476
PocoBC 2017-09-23 21:43:00 L,8630,-0.4738204724409467,High Flange,4,L,1.25,0.813,0.43700000000000006,10.34761,TRUE,1102.94482,1045.56885,1008.00476
PocoBC 2017-09-23 21:43:00 L,8630,-0.4738204724409467,High Flange,4,L,1.25,0.813,0.43700000000000006,10.34761,TRUE,1102.94482,1045.56885,1008.00476
PocoBC 2017-09-23 21:43:00 R,8630,-1.4818204724409458,None,4,R,1.375,0.75,0.625,13.52261,FALSE,1102.94482,1045.56885,1008.00476
PocoBC 2017-09-23 21:43:00 R,8630,-1.4818204724409458,None,4,R,1.375,0.75,0.625,13.52261,FALSE,1102.94482,1045.56885,1008.00476
PocoBC 2017-09-23 21:43:00 R,8630,-1.4818204724409458,None,4,R,1.375,0.75,0.625,13.52261,FALSE,1102.94482,1045.56885,1008.00476
StPaulMN 2016-09-04 20:45:00 L,8838,2.1464440944881886,High Flange,1,L,0.8750000000000001,0.875,1.1102230246251565e-16,3.40748,TRUE,1125.68298,1019.47101,1002.83496
StPaulMN 2016-09-04 20:45:00 L,8838,2.1464440944881886,High Flange,1,L,0.8750000000000001,0.875,1.1102230246251565e-16,3.40748,TRUE,1125.68298,1019.47101,1002.83496
StPaulMN 2016-09-04 20:45:00 L,8838,2.1464440944881886,High Flange,1,L,0.8750000000000001,0.875,1.1102230246251565e-16,3.40748,TRUE,1125.68298,1019.47101,1002.83496
StPaulMN 2016-09-04 20:45:00 L,8838,2.1464440944881886,High Flange,1,L,0.8750000000000001,0.875,1.1102230246251565e-16,3.40748,TRUE,1125.68298,1019.47101,1002.83496
StPaulMN 2016-09-04 20:45:00 R,8838,3.1544440944881877,Vertical Flange,1,R,0.8750000000000001,0.938,-0.06299999999999983,3.40748,TRUE,1125.68298,1019.47101,1002.83496
